response_id,vignette_id,unit,title,setting,condition,block,model,A_accuracy,A_adaptation,A_actionable,A_cultural,B_accuracy,B_adaptation,B_actionable,B_cultural,C_accuracy,C_adaptation,C_actionable,C_cultural,final_accuracy,final_adaptation,final_actionable,final_cultural,final_total,needs_adjudication,total_diff,A_notes,B_notes,C_notes,adjudication_notes
R0375,O10,,,B,1,2,LLaMA-3-70B,,,,,1.0,1.0,2.0,0.0,1.0,2.0,1.0,0.0,1.0,1.5,1.5,0.0,4.0,False,0.0,,C - refer,,
R0377,O10,,,B,1,2,Claude-Sonnet,,,,,2.0,1.0,1.0,0.0,2.0,1.0,1.0,0.0,2.0,1.0,1.0,0.0,4.0,False,0.0,,,,
R0391,O10,,,C,1,2,GPT-4o-mini,,,,,0.0,2.0,1.0,0.0,1.0,1.0,1.0,1.0,0.5,1.5,1.0,0.5,3.5,False,1.0,,,,
R0487,O11,,,A,1,2,Claude-Sonnet,,,,,2.0,2.0,2.0,1.0,1.0,2.0,2.0,1.0,1.5,2.0,2.0,1.0,6.5,False,1.0,,,,
R0511,O11,,,A,1,2,GPT-4o-mini,,,,,1.0,2.0,2.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,1.0,6.0,False,0.0,,O - you need to activate McAfee regimen,,
R0539,O11,,,B,1,2,Claude-Sonnet,,,,,,,,,,,,,,,,,,False,,,,,
R0586,O11,,,C,1,2,Gemini-Flash,,,,,,,,,,,,,,,,,,False,,,,,
R0302,O12,,,C,1,2,GPT-4o-mini,,,,,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,2.0,False,0.0,,C - sent patient home to return for follow-up,c = they sent the px home,
R0314,O12,,,B,1,2,LLaMA-3-70B,,,,,2.0,1.0,1.0,0.0,2.0,1.0,1.0,0.0,2.0,1.0,1.0,0.0,4.0,False,0.0,,,c = no blood culture facility ,
R0330,O12,,,A,1,2,Claude-Sonnet,,,,,2.0,2.0,2.0,0.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,0.5,6.5,False,1.0,,,,
R0395,O12,,,B,1,2,GPT-4o-mini,,,,,2.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.5,1.5,1.5,1.0,5.5,False,1.0,,,,
R0409,O12,,,C,2,2,Gemini-Flash,,,,,1.0,2.0,2.0,0.0,2.0,2.0,2.0,0.0,1.5,2.0,2.0,0.0,5.5,False,1.0,,O - obtain blood samples before commencing antibiotics,,
R0415,O12,,,A,1,2,Gemini-Flash,,,,,2.0,2.0,2.0,0.0,2.0,2.0,2.0,0.0,2.0,2.0,2.0,0.0,6.0,False,0.0,,,,
R0417,O12,,,B,1,2,Claude-Sonnet,,,,,1.0,1.0,2.0,0.0,2.0,2.0,1.0,0.0,1.5,1.5,1.5,0.0,4.5,False,1.0,,,,
R0433,O12,,,C,1,2,LLaMA-3-70B,,,,,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.5,1.0,1.0,4.5,False,1.0,,"O - need to optimise PCV

C- cant do investigations",,
R0458,O12,,,C,1,2,Gemini-Flash,,,,,2.0,1.0,2.0,0.0,2.0,2.0,1.0,0.0,2.0,1.5,1.5,0.0,5.0,False,0.0,,C - cant do investigations and some interventions stated,,
R0496,O12,,,C,1,2,Claude-Sonnet,,,,,2.0,1.0,2.0,0.0,2.0,2.0,1.0,0.0,2.0,1.5,1.5,0.0,5.0,False,0.0,,C - cant do investigations and some interventions stated,,
R0535,O12,,,C,2,2,LLaMA-3-70B,,,,,,,,,,,,,,,,,,False,,,,,
R0419,O13,,,C,1,2,Gemini-Flash,,,,,2.0,2.0,2.0,0.0,2.0,2.0,1.0,0.0,2.0,2.0,1.5,0.0,5.5,False,1.0,,,,
R0427,O13,,,A,2,2,Claude-Sonnet,,,,,2.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,7.0,False,0.0,,,,
R0485,O13,,,C,2,2,Gemini-Flash,,,,,2.0,2.0,2.0,0.0,2.0,2.0,2.0,0.0,2.0,2.0,2.0,0.0,6.0,False,0.0,,,,
R0491,O13,,,A,2,2,LLaMA-3-70B,,,,,1.0,2.0,2.0,0.0,0.0,2.0,2.0,0.0,0.5,2.0,2.0,0.0,4.5,False,1.0,,C - you dont want to try instrumental delivery,C= they mentioned instrumental delivery for obstructed labour.  it is not only impossible but also dangerous. EMCS is the only route of delivery,
R0518,O13,,,A,1,2,GPT-4o-mini,,,,,,,,,,,,,,,,,,False,,,,,
R0536,O13,,,C,1,2,Claude-Sonnet,,,,,,,,,,,,,,,,,,False,,,,,
R0542,O13,,,B,1,2,Gemini-Flash,,,,,,,,,,,,,,,,,,False,,,,,
R0571,O13,,,A,1,2,LLaMA-3-70B,,,,,,,,,,,,,,,,,,False,,,,,
R0574,O13,,,B,1,2,LLaMA-3-70B,,,,,,,,,,,,,,,,,,False,,,,,
R0581,O13,,,C,2,2,LLaMA-3-70B,,,,,,,,,,,,,,,,,,False,,,,,
R0584,O13,,,C,1,2,LLaMA-3-70B,,,,,,,,,,,,,,,,,,False,,,,,
R0452,P01,,,A,1,2,Gemini-Flash,,,,,2.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,7.0,False,0.0,,,,
R0465,P01,,,C,1,2,GPT-4o-mini,,,,,2.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.5,0.5,1.0,1.0,4.0,False,0.0,,C - cant monitor electrolytes in phc,,
R0502,P01,,,C,1,2,Gemini-Flash,,,,,2.0,1.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,1.5,2.0,1.0,6.5,False,1.0,,C - investigations cant be carried out in phc,,
R0304,P02,,,B,1,2,GPT-4o-mini,,,,,1.0,2.0,2.0,1.0,1.0,2.0,2.0,0.0,1.0,2.0,2.0,0.5,5.5,False,1.0,,,,
R0356,P02,,,B,1,2,Claude-Sonnet,,,,,2.0,1.0,2.0,0.0,2.0,2.0,2.0,0.0,2.0,1.5,2.0,0.0,5.5,False,1.0,,,,
R0371,P02,,,A,1,2,Gemini-Flash,,,,,1.0,2.0,2.0,0.0,2.0,2.0,2.0,0.0,1.5,2.0,2.0,0.0,5.5,False,1.0,,,,
R0432,P02,,,A,1,2,Claude-Sonnet,,,,,1.0,2.0,2.0,0.0,2.0,1.0,1.0,1.0,1.5,1.5,1.5,0.5,5.0,False,0.0,,C - should give enough fluids and perhaps more depending on febrile status and secretions,,
R0467,P02,,,C,1,2,GPT-4o-mini,,,,,1.0,1.0,1.0,1.0,2.0,1.0,0.0,1.0,1.5,1.0,0.5,1.0,4.0,False,0.0,,"C - no oxygen at phc
O - N/s irrigation before each feeding",,
R0578,P02,,,C,1,2,LLaMA-3-70B,,,,,,,,,,,,,,,,,,False,,,,,
R0297,P03,,,A,1,2,GPT-4o-mini,,,,,1.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,1.5,2.0,2.0,1.0,6.5,False,1.0,,,,
R0354,P03,,,B,1,2,Claude-Sonnet,,,,,2.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,5.0,False,0.0,,,,
R0412,P03,,,C,1,2,Claude-Sonnet,,,,,1.0,0.0,1.0,1.0,2.0,1.0,0.0,1.0,1.5,0.5,0.5,1.0,3.5,False,1.0,,,,
R0529,P03,,,A,1,2,Gemini-Flash,,,,,,,,,,,,,,,,,,False,,,,,
R0319,P04,,,B,1,2,LLaMA-3-70B,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,False,0.0,,,,
R0361,P04,,,A,1,2,Gemini-Flash,,,,,1.0,2.0,2.0,0.0,2.0,2.0,2.0,0.0,1.5,2.0,2.0,0.0,5.5,False,1.0,,,,
R0363,P04,,,A,1,2,Claude-Sonnet,,,,,1.0,2.0,2.0,0.0,2.0,2.0,2.0,0.0,1.5,2.0,2.0,0.0,5.5,False,1.0,,,,
R0404,P04,,,C,1,2,LLaMA-3-70B,,,,,1.0,1.0,1.0,1.0,2.0,1.0,0.0,1.0,1.5,1.0,0.5,1.0,4.0,False,0.0,,,,
R0526,P04,,,A,1,2,LLaMA-3-70B,,,,,1.0,2.0,2.0,0.0,1.0,2.0,2.0,0.0,1.0,2.0,2.0,0.0,5.0,False,0.0,,,"O - exchange blood transfusion may be necessary, increase fluids and feeding with phototherapy",
R0300,P05,,,B,1,2,Gemini-Flash,,,,,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,2.0,False,0.0,,,,
R0310,P05,,,A,1,2,LLaMA-3-70B,,,,,1.0,2.0,2.0,1.0,1.0,2.0,2.0,0.0,1.0,2.0,2.0,0.5,5.5,False,1.0,,O - nurse in a quiet dark room not mentioned; admit to NICU immediately,,
R0339,P05,,,A,1,2,Gemini-Flash,,,,,2.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,7.0,False,0.0,,,,
R0362,P05,,,C,1,2,Gemini-Flash,,,,,2.0,1.0,2.0,0.0,2.0,1.0,1.0,1.0,2.0,1.0,1.5,0.5,5.0,False,0.0,,,,
R0455,P05,,,B,1,2,GPT-4o-mini,,,,,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,3.0,False,0.0,,C - wrong diagnosis and inappropriate management,,
R0544,P05,,,B,1,2,LLaMA-3-70B,,,,,,,,,,,,,,,,,,False,,,,,
R0579,P05,,,C,1,2,LLaMA-3-70B,,,,,,,,,,,,,,,,,,False,,,,,
R0384,P06,,,C,1,2,Gemini-Flash,,,,,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.5,1.0,1.0,4.5,False,1.0,,,,
R0403,P06,,,A,1,2,LLaMA-3-70B,,,,,1.0,2.0,2.0,0.0,2.0,2.0,2.0,0.0,1.5,2.0,2.0,0.0,5.5,False,1.0,,,,
R0423,P06,,,B,1,2,Gemini-Flash,,,,,2.0,2.0,2.0,0.0,2.0,2.0,2.0,0.0,2.0,2.0,2.0,0.0,6.0,False,0.0,,,,
R0481,P06,,,A,1,2,Claude-Sonnet,,,,,2.0,2.0,2.0,1.0,2.0,2.0,2.0,0.0,2.0,2.0,2.0,0.5,6.5,False,1.0,,,,
R0489,P06,,,B,1,2,LLaMA-3-70B,,,,,2.0,1.0,1.0,0.0,2.0,0.0,1.0,0.0,2.0,0.5,1.0,0.0,3.5,False,1.0,,"O - needs to refer immediately, cant be managed at PHC",,
R0503,P06,,,B,1,2,GPT-4o-mini,,,,,2.0,2.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,1.0,1.0,6.0,False,0.0,,C- oxygen/ nebuliser may not be available ; refer immediately,,
R0514,P06,,,A,1,2,GPT-4o-mini,,,,,2.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,7.0,False,0.0,,,,
R0532,P06,,,C,1,2,GPT-4o-mini,,,,,,,,,,,,,,,,,,False,,,,,
R0332,P07,,,A,1,2,Gemini-Flash,,,,,2.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,7.0,False,0.0,,,,
R0351,P07,,,B,1,2,Claude-Sonnet,,,,,2.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,5.0,False,0.0,,,,
R0396,P07,,,B,1,2,GPT-4o-mini,,,,,2.0,1.0,2.0,1.0,2.0,2.0,1.0,1.0,2.0,1.5,1.5,1.0,6.0,False,0.0,,,,
R0422,P07,,,C,1,2,LLaMA-3-70B,,,,,2.0,1.0,0.0,1.0,2.0,1.0,0.0,1.0,2.0,1.0,0.0,1.0,4.0,False,0.0,,,,
R0538,P07,,,B,1,2,Gemini-Flash,,,,,,,,,,,,,,,,,,False,,,,,
R0301,P08,,,B,1,2,Claude-Sonnet,,,,,2.0,2.0,1.0,0.0,2.0,2.0,2.0,0.0,2.0,2.0,1.5,0.0,5.5,False,1.0,,,,
R0322,P08,,,A,1,2,GPT-4o-mini,,,,,2.0,1.0,2.0,0.0,1.0,2.0,2.0,0.0,1.5,1.5,2.0,0.0,5.0,False,0.0,,,,
R0368,P08,,,C,1,2,GPT-4o-mini,,,,,2.0,1.0,0.0,0.0,2.0,1.0,1.0,0.0,2.0,1.0,0.5,0.0,3.5,False,1.0,,,,
R0442,P08,,,A,1,2,LLaMA-3-70B,,,,,1.0,2.0,2.0,0.0,2.0,1.0,2.0,0.0,1.5,1.5,2.0,0.0,5.0,False,0.0,,"C-  says to refer to a higher setting
O - choice drug of ampicillin, gentamicin, furosemide",,
R0459,P08,,,C,1,2,Gemini-Flash,,,,,2.0,1.0,1.0,0.0,2.0,2.0,0.0,0.0,2.0,1.5,0.5,0.0,4.0,False,0.0,,"C - cant be done at PHC
O - alternative while awaiting referral can be tepid sponging
",,
R0477,P08,,,A,2,2,Claude-Sonnet,,,,,2.0,2.0,2.0,0.0,2.0,2.0,2.0,0.0,2.0,2.0,2.0,0.0,6.0,False,0.0,,,,
R0519,P08,,,B,1,2,Gemini-Flash,,,,,,,,,,,,,,,,,,False,,,,,
R0305,P09,,,C,1,2,GPT-4o-mini,,,,,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,3.0,False,0.0,,,c = we don't use quinine,
R0348,P09,,,B,1,2,Claude-Sonnet,,,,,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,3.0,False,0.0,,,,
R0352,P09,,,C,1,2,Claude-Sonnet,,,,,1.0,1.0,1.0,0.0,1.0,2.0,1.0,0.0,1.0,1.5,1.0,0.0,3.5,False,1.0,,IM athemeter second line if quinine unavailable,c = we don't use quinine,
R0383,P09,,,C,2,2,GPT-4o-mini,,,,,1.0,1.0,1.0,0.0,2.0,1.0,1.0,0.0,1.5,1.0,1.0,0.0,3.5,False,1.0,,,,
R0537,P09,,,C,2,2,Claude-Sonnet,,,,,,,,,,,,,,,,,,False,,,,,
R0308,P10,,,C,1,2,GPT-4o-mini,,,,,1.0,0.0,0.0,1.0,2.0,0.0,0.0,1.0,1.5,0.0,0.0,1.0,2.5,False,1.0,,,C - Oxygen is needed that most PHC don't have in Nigeria. Child needs to be referred to SHC or THC,
R0338,P10,,,B,1,2,Gemini-Flash,,,,,1.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,5.0,False,0.0,,,c = should be more careful with ivf,
R0346,P10,,,B,1,2,LLaMA-3-70B,,,,,2.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,5.0,False,0.0,,,,
R0357,P10,,,A,1,2,GPT-4o-mini,,,,,1.0,2.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,1.5,2.0,1.0,5.5,False,1.0,,,,
R0434,P10,,,B,1,2,Claude-Sonnet,,,,,2.0,1.0,1.0,1.0,2.0,2.0,1.0,0.0,2.0,1.5,1.0,0.5,5.0,False,0.0,,"c - O2 may not be availabe at general hospital, along with investigations",,
R0448,P10,,,A,1,2,Claude-Sonnet,,,,,1.0,2.0,2.0,0.0,1.0,2.0,2.0,0.0,1.0,2.0,2.0,0.0,5.0,False,0.0,,,,
R0373,P11,,,A,1,2,Gemini-Flash,,,,,2.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,7.0,False,0.0,,,,
R0407,P11,,,B,1,2,GPT-4o-mini,,,,,1.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,5.0,False,0.0,,,,
R0499,P11,,,C,1,2,GPT-4o-mini,,,,,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.5,1.0,1.0,4.5,False,1.0,,"O - WHO 10 steps of feeding which would determine stabilisation and rehab periods, avoiding food with iron...",,
R0575,P11,,,B,1,2,LLaMA-3-70B,,,,,,,,,,,,,,,,,,False,,,,,
R0426,P12,,,C,1,2,LLaMA-3-70B,,,,,2.0,2.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,1.0,1.0,6.0,False,0.0,,,,
R0493,P12,,,C,1,2,Claude-Sonnet,,,,,2.0,1.0,1.0,1.0,2.0,1.0,0.0,1.0,2.0,1.0,0.5,1.0,4.5,False,1.0,,"C - rectal pcm not often available
dexa may not be available",,
R0435,P13,,,A,1,2,Claude-Sonnet,,,,,2.0,2.0,2.0,0.0,2.0,2.0,2.0,0.0,2.0,2.0,2.0,0.0,6.0,False,0.0,,,,
R0445,P13,,,B,1,2,Claude-Sonnet,,,,,2.0,1.0,1.0,0.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,0.5,4.5,False,1.0,,"C - some investigations may not be available at general level, specialist more likely at TH",,
R0472,P13,,,C,1,2,Gemini-Flash,,,,,2.0,1.0,1.0,0.0,2.0,1.0,0.0,1.0,2.0,1.0,0.5,0.5,4.0,False,0.0,,,,
R0531,P13,,,C,1,2,Claude-Sonnet,,,,,,,,,,,,,,,,,,False,,,,,
R0295,P14,,,C,2,2,Claude-Sonnet,,,,,2.0,2.0,2.0,0.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,0.5,6.5,False,1.0,,,,
R0470,P14,,,A,2,2,GPT-4o-mini,,,,,2.0,2.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,1.0,1.0,6.0,False,0.0,,"C - give bolus

C - insulin is not given in pump infusion",,
R0484,P14,,,A,2,2,LLaMA-3-70B,,,,,1.0,2.0,2.0,0.0,1.0,2.0,2.0,0.0,1.0,2.0,2.0,0.0,5.0,False,0.0,,O - correct for insulin at outset,,
R0335,P15,,,C,1,2,LLaMA-3-70B,,,,,2.0,1.0,0.0,0.0,2.0,1.0,0.0,0.0,2.0,1.0,0.0,0.0,3.0,False,0.0,,C - Don't attempt air enema without radiological guidance. Specialist procedure. unavailable at PHC,,
R0353,P15,,,B,1,2,GPT-4o-mini,,,,,1.0,2.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,1.5,1.0,5.5,False,1.0,,,,
R0401,P15,,,C,1,2,GPT-4o-mini,,,,,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.5,1.0,1.0,1.0,4.5,False,1.0,,,,
R0468,P15,,,A,2,2,GPT-4o-mini,,,,,1.0,2.0,2.0,0.0,1.0,2.0,2.0,0.0,1.0,2.0,2.0,0.0,5.0,False,0.0,,O - reduction strategies,,
R0504,P15,,,A,1,2,GPT-4o-mini,,,,,2.0,2.0,2.0,1.0,2.0,1.0,2.0,1.0,2.0,1.5,2.0,1.0,6.5,False,1.0,,,,
R0549,P15,,,C,2,2,LLaMA-3-70B,,,,,,,,,,,,,,,,,,False,,,,,
R0312,P16,,,A,1,2,Gemini-Flash,,,,,2.0,2.0,2.0,0.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,0.5,6.5,False,1.0,,,,
R0460,P16,,,A,2,2,LLaMA-3-70B,,,,,1.0,2.0,2.0,0.0,2.0,2.0,2.0,0.0,1.5,2.0,2.0,0.0,5.5,False,1.0,,"O - wound swab m/c/s
antibiotic choice may differ for neonate",,
R0506,P16,,,C,2,2,Claude-Sonnet,,,,,2.0,2.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,1.0,1.0,6.0,False,0.0,,C - investigations may not be requested at phc level,,
R0510,P16,,,C,1,2,Claude-Sonnet,,,,,2.0,1.0,1.0,1.0,2.0,2.0,0.0,1.0,2.0,1.5,0.5,1.0,5.0,False,0.0,,C - investigations may not be available at phc level,,
R0562,P16,,,B,1,2,Gemini-Flash,,,,,,,,,,,,,,,,,,False,,,,,
R0583,P16,,,A,2,2,Gemini-Flash,,,,,,,,,,,,,,,,,,False,,,,,
R0309,S01,,,C,1,2,LLaMA-3-70B,,,,,2.0,2.0,2.0,0.0,2.0,2.0,2.0,0.0,2.0,2.0,2.0,0.0,6.0,False,0.0,,,,
R0461,S01,,,A,2,2,Gemini-Flash,,,,,2.0,2.0,2.0,0.0,2.0,2.0,2.0,0.0,2.0,2.0,2.0,0.0,6.0,False,0.0,,,,
R0474,S01,,,C,1,2,Claude-Sonnet,,,,,2.0,1.0,1.0,0.0,2.0,2.0,1.0,0.0,2.0,1.5,1.0,0.0,4.5,False,1.0,,"C - investigations may not be available, as well as some of the IV medications suggested",,
R0556,S01,,,A,1,2,LLaMA-3-70B,,,,,,,,,,,,,,,,,,False,,,,,
R0559,S01,,,C,1,2,Gemini-Flash,,,,,,,,,,,,,,,,,,False,,,,,
R0577,S01,,,B,1,2,Claude-Sonnet,,,,,,,,,,,,,,,,,,False,,,,,
R0370,S02,,,B,1,2,LLaMA-3-70B,,,,,2.0,1.0,1.0,0.0,2.0,2.0,1.0,0.0,2.0,1.5,1.0,0.0,4.5,False,1.0,,,,
R0316,S03,,,A,1,2,GPT-4o-mini,,,,,2.0,2.0,2.0,0.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,0.5,6.5,False,1.0,,,,
R0405,S03,,,C,1,2,LLaMA-3-70B,,,,,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,3.0,False,0.0,,C - did not intubate,,
R0410,S03,,,C,1,2,Claude-Sonnet,,,,,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,False,0.0,,C - can not intubate,,
R0414,S03,,,C,2,2,GPT-4o-mini,,,,,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,3.0,False,0.0,,,,
R0466,S03,,,C,1,2,GPT-4o-mini,,,,,1.0,1.0,1.0,1.0,2.0,0.0,0.0,1.0,1.5,0.5,0.5,1.0,3.5,False,1.0,,O - should assume inhalation injury and refer asap,,
R0543,S03,,,A,1,2,Gemini-Flash,,,,,,,,,,,,,,,,,,False,,,,,
R0547,S03,,,C,2,2,LLaMA-3-70B,,,,,,,,,,,,,,,,,,False,,,,,
R0342,S04,,,A,1,2,GPT-4o-mini,,,,,2.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,7.0,False,0.0,,,,
R0440,S05,,,C,1,2,LLaMA-3-70B,,,,,2.0,1.0,1.0,0.0,2.0,1.0,1.0,0.0,2.0,1.0,1.0,0.0,4.0,False,0.0,,C - investigations may not be available at PHC,,
R0479,S05,,,B,1,2,Gemini-Flash,,,,,2.0,1.0,1.0,0.0,2.0,1.0,1.0,0.0,2.0,1.0,1.0,0.0,4.0,False,0.0,,"C - investigations, specialists may not be available at GHC",,
R0501,S05,,,A,1,2,LLaMA-3-70B,,,,,2.0,2.0,1.0,0.0,1.0,2.0,2.0,0.0,1.5,2.0,1.5,0.0,5.0,False,0.0,,C - IV morphine would not be first line analgesic,,
R0379,S06,,,C,1,2,LLaMA-3-70B,,,,,1.0,2.0,1.0,1.0,2.0,2.0,1.0,0.0,1.5,2.0,1.0,0.5,5.0,False,0.0,,,,
R0429,S06,,,C,1,2,Gemini-Flash,,,,,2.0,1.0,0.0,1.0,2.0,2.0,0.0,1.0,2.0,1.5,0.0,1.0,4.5,False,1.0,,,,
R0464,S06,,,A,1,2,LLaMA-3-70B,,,,,2.0,2.0,1.0,0.0,2.0,2.0,2.0,0.0,2.0,2.0,1.5,0.0,5.5,False,1.0,,"C - pentophylline is not routine, as is not exchange transfusion
O - available alt eg epinephrine",,
R0394,S07,,,C,1,2,GPT-4o-mini,,,,,2.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.5,0.5,0.0,0.5,2.5,False,1.0,,,,
R0551,S07,,,C,1,2,Gemini-Flash,,,,,,,,,,,,,,,,,,False,,,,,
R0296,S08,,,C,1,2,GPT-4o-mini,,,,,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,2.0,False,0.0,,,O- immediate REFFERAL. Traumatic Brain Injury cannot be managed in a PHC,
R0389,S08,,,B,1,2,LLaMA-3-70B,,,,,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,2.0,False,0.0,,C - 'consider' consulting a neurosurgeon? for head trauma?. Unavailable CT and other investigations; did not positionpatient,,
R0475,S08,,,C,1,2,LLaMA-3-70B,,,,,1.0,1.0,1.0,0.0,2.0,1.0,0.0,0.0,1.5,1.0,0.5,0.0,3.0,False,0.0,,"C - 'considers' referring when it is vital in this case, noone in a PHC can intubate
O- need for craniotomy",,
R0566,S08,,,A,1,2,GPT-4o-mini,,,,,,,,,,,,,,,,,,False,,,,,
R0587,O02,,,C,2,3,Claude-Sonnet,,,,,,,,,,,,,,,,,,False,,,,,
R0588,O05,,,C,1,3,Gemini-Flash,,,,,,,,,,,,,,,,,,False,,,,,
R0589,O11,,,B,1,3,Gemini-Flash,,,,,,,,,,,,,,,,,,False,,,,,
R0590,M02,,,C,1,3,LLaMA-3-70B,2.0,0.0,0.0,1.0,,,,,2.0,0.0,0.0,1.0,2.0,0.0,0.0,1.0,3.0,False,0.0,,,,
R0591,P09,,,A,1,3,Claude-Sonnet,2.0,1.0,2.0,0.0,,,,,2.0,2.0,2.0,0.0,2.0,1.5,2.0,0.0,5.5,False,1.0,,,,
R0592,M02,,,C,1,3,GPT-4o-mini,1.0,1.0,0.0,1.0,,,,,2.0,1.0,0.0,1.0,1.5,1.0,0.0,1.0,3.5,False,1.0,"C - more immediate referral, high dose furosemide",,,
R0593,M14,,,B,1,3,LLaMA-3-70B,,,,,,,,,,,,,,,,,,False,,,,,
R0594,P07,,,A,1,3,Claude-Sonnet,2.0,1.0,2.0,1.0,,,,,2.0,2.0,2.0,1.0,2.0,1.5,2.0,1.0,6.5,False,1.0,,,,
R0595,S03,,,A,2,3,GPT-4o-mini,1.0,1.0,1.0,1.0,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,False,0.0,O - recognise and premptive mgt for inhalation injury,,"O= emphasis should have been on airway maintenance, INO2, intubation. Due to inhalation injury. refer where again",
R0596,S02,,,C,1,3,GPT-4o-mini,2.0,0.0,1.0,0.0,,,,,1.0,1.0,1.0,0.0,1.5,0.5,1.0,0.0,3.0,False,0.0,,,C = the patient is a surgical patient and he's being kept too long in a PHC,
R0597,O01,,,C,1,3,Gemini-Flash,,,,,,,,,,,,,,,,,,False,,,,,
R0598,P11,,,A,1,3,Claude-Sonnet,,,,,,,,,,,,,,,,,,False,,,,,
R0599,M14,,,C,2,3,Claude-Sonnet,,,,,,,,,,,,,,,,,,False,,,,,
R0600,O02,,,C,1,3,Claude-Sonnet,,,,,,,,,,,,,,,,,,False,,,,,
R0601,O12,,,A,2,3,GPT-4o-mini,,,,,,,,,,,,,,,,,,False,,,,,
R0602,O07,,,C,1,3,LLaMA-3-70B,,,,,,,,,,,,,,,,,,False,,,,,
R0603,S04,,,C,1,3,Claude-Sonnet,2.0,1.0,1.0,0.0,,,,,2.0,1.0,0.0,0.0,2.0,1.0,0.5,0.0,3.5,False,1.0,"O - chews/nurses cant do needle decompression, no o2 in PHC potentially",,C= all these procedures cannot be done in a phc. px needs immediate referral,
R0604,M23,,,B,1,3,LLaMA-3-70B,,,,,,,,,,,,,,,,,,False,,,,,
R0605,M03,,,C,2,3,LLaMA-3-70B,2.0,1.0,1.0,0.0,,,,,2.0,1.0,1.0,0.0,2.0,1.0,1.0,0.0,4.0,False,0.0,,,C = NG tube and expertise may not be available.  patient needs specialist care,
R0606,M03,,,A,1,3,Claude-Sonnet,2.0,1.0,2.0,1.0,,,,,2.0,2.0,2.0,1.0,2.0,1.5,2.0,1.0,6.5,False,1.0,C - dopamin diluted and given drops per minute usually,,,
