prompt_id,vignette_id,setting,condition,model,facility,block,primary,secondary,system_prompt,user_prompt
P0611,O02,C,2,Gemini-Flash,"Primary healthcare centre Anambra State, Nigeria",3,C,A,"You are a clinical decision support tool. Provide the management plan with approximately 250 words. You are deployed at Primary healthcare centre Anambra State, Nigeria which has 5% dextrose water, 5% dextrose saline, normal saline, blood, MgSO4 may not be available, no lab","A 24-year-old, primigravida at GA of 38 weeks was brought to the maternity triage by her family after experiencing a sudden, generalized tonic-clonic seizure at home lasting approximately 2 minutes. Prior to the seizure, the family reported she had been complaining of a severe, persistent frontal headache, visual disturbances (blurry vision), and right upper quadrant abdominal pain for 24 hours. She was irregular with antenatal visits. There is no prior history of epilepsy, hypertension, or chronic kidney disease. Urine Dipstick: Proteinuria (3+). On examination she was conscious but drowsy, not pale, anicteric, not cyanosed, not dehydrated. Obvious facial and pedal oedema. PR - 90bpm, BP - 180/100mmHg, RR - 40cpm. There is hyperreflexia and ankle clonus is sustained.
Abdominal exam - uniformly enlarged uterus at term, in longitudinal lie vertex presentation. FHR 130bpm."
P0612,O02,C,2,LLaMA-3-70B,"Primary healthcare centre Anambra State, Nigeria",3,C,A,"You are a clinical decision support tool. Provide the management plan with approximately 250 words. You are deployed at Primary healthcare centre Anambra State, Nigeria which has 5% dextrose water, 5% dextrose saline, normal saline, blood, MgSO4 may not be available, no lab","A 24-year-old, primigravida at GA of 38 weeks was brought to the maternity triage by her family after experiencing a sudden, generalized tonic-clonic seizure at home lasting approximately 2 minutes. Prior to the seizure, the family reported she had been complaining of a severe, persistent frontal headache, visual disturbances (blurry vision), and right upper quadrant abdominal pain for 24 hours. She was irregular with antenatal visits. There is no prior history of epilepsy, hypertension, or chronic kidney disease. Urine Dipstick: Proteinuria (3+). On examination she was conscious but drowsy, not pale, anicteric, not cyanosed, not dehydrated. Obvious facial and pedal oedema. PR - 90bpm, BP - 180/100mmHg, RR - 40cpm. There is hyperreflexia and ankle clonus is sustained.
Abdominal exam - uniformly enlarged uterus at term, in longitudinal lie vertex presentation. FHR 130bpm."
P0613,O03,A,1,GPT-4o-mini,"Teaching hospital, Ondo State Nigeria",3,C,A,You are a clinical decision support tool. Provide the management plan with approximately 250 words.,"You are deployed at Teaching hospital, Ondo State Nigeria.

A 28-year-old G2P1 was seen at a routine antenatal clinic at GA 34weeks. She complained of mild, intermittent frontal headache and mild facial swelling of about 1 week duration.
The patient had been generally healthy and regular with ante-natal. No history of blurred vision, right upper quadrant abdominal pain, or dizziness. 
Previous delivery was a normal vaginal delivery at term with no complications.
No history of chronic hypertension, diabetes, or renal disease.
On examination she was conscious, well oriented, not pale and in no acute distress.
Blood Pressure: 145/92 mmHg. Heart Rate: 88 bpm. Respiratory Rate: 18 breaths/min. Temperature: 36.8 °C. Edema: Mild dependent pedal edema (1+) and mild puffiness around the eyes.
 Deep tendon reflexes are present and brisk (+2), ankle clonus not sustained . Urinalysis shows 2+ of protein"
P0614,O03,A,1,Claude-Sonnet,"Teaching hospital, Ondo State Nigeria",3,C,A,You are a clinical decision support tool. Provide the management plan with approximately 250 words.,"You are deployed at Teaching hospital, Ondo State Nigeria.

A 28-year-old G2P1 was seen at a routine antenatal clinic at GA 34weeks. She complained of mild, intermittent frontal headache and mild facial swelling of about 1 week duration.
The patient had been generally healthy and regular with ante-natal. No history of blurred vision, right upper quadrant abdominal pain, or dizziness. 
Previous delivery was a normal vaginal delivery at term with no complications.
No history of chronic hypertension, diabetes, or renal disease.
On examination she was conscious, well oriented, not pale and in no acute distress.
Blood Pressure: 145/92 mmHg. Heart Rate: 88 bpm. Respiratory Rate: 18 breaths/min. Temperature: 36.8 °C. Edema: Mild dependent pedal edema (1+) and mild puffiness around the eyes.
 Deep tendon reflexes are present and brisk (+2), ankle clonus not sustained . Urinalysis shows 2+ of protein"
P0615,O03,A,1,Gemini-Flash,"Teaching hospital, Ondo State Nigeria",3,C,A,You are a clinical decision support tool. Provide the management plan with approximately 250 words.,"You are deployed at Teaching hospital, Ondo State Nigeria.

A 28-year-old G2P1 was seen at a routine antenatal clinic at GA 34weeks. She complained of mild, intermittent frontal headache and mild facial swelling of about 1 week duration.
The patient had been generally healthy and regular with ante-natal. No history of blurred vision, right upper quadrant abdominal pain, or dizziness. 
Previous delivery was a normal vaginal delivery at term with no complications.
No history of chronic hypertension, diabetes, or renal disease.
On examination she was conscious, well oriented, not pale and in no acute distress.
Blood Pressure: 145/92 mmHg. Heart Rate: 88 bpm. Respiratory Rate: 18 breaths/min. Temperature: 36.8 °C. Edema: Mild dependent pedal edema (1+) and mild puffiness around the eyes.
 Deep tendon reflexes are present and brisk (+2), ankle clonus not sustained . Urinalysis shows 2+ of protein"
P0616,O03,A,1,LLaMA-3-70B,"Teaching hospital, Ondo State Nigeria",3,C,A,You are a clinical decision support tool. Provide the management plan with approximately 250 words.,"You are deployed at Teaching hospital, Ondo State Nigeria.

A 28-year-old G2P1 was seen at a routine antenatal clinic at GA 34weeks. She complained of mild, intermittent frontal headache and mild facial swelling of about 1 week duration.
The patient had been generally healthy and regular with ante-natal. No history of blurred vision, right upper quadrant abdominal pain, or dizziness. 
Previous delivery was a normal vaginal delivery at term with no complications.
No history of chronic hypertension, diabetes, or renal disease.
On examination she was conscious, well oriented, not pale and in no acute distress.
Blood Pressure: 145/92 mmHg. Heart Rate: 88 bpm. Respiratory Rate: 18 breaths/min. Temperature: 36.8 °C. Edema: Mild dependent pedal edema (1+) and mild puffiness around the eyes.
 Deep tendon reflexes are present and brisk (+2), ankle clonus not sustained . Urinalysis shows 2+ of protein"
P0617,O03,B,1,GPT-4o-mini,General hospital Ondo State Nigeria,3,C,A,You are a clinical decision support tool. Provide the management plan with approximately 250 words.,"You are deployed at General hospital Ondo State Nigeria.

A 28-year-old G2P1 was seen at a routine antenatal clinic at GA 34weeks. She complained of mild, intermittent frontal headache and mild facial swelling of about 1 week duration.
The patient had been generally healthy and regular with ante-natal. No history of blurred vision, right upper quadrant abdominal pain, or dizziness. 
Previous delivery was a normal vaginal delivery at term with no complications.
No history of chronic hypertension, diabetes, or renal disease.
On examination she was conscious, well oriented, not pale and in no acute distress.
Blood Pressure: 145/92 mmHg. Heart Rate: 88 bpm. Respiratory Rate: 18 breaths/min. Temperature: 36.8 °C. Edema: Mild dependent pedal edema (1+) and mild puffiness around the eyes.
 Deep tendon reflexes are present and brisk (+2), ankle clonus not sustained . Urinalysis shows 2+ of protein"
P0618,O03,B,1,Claude-Sonnet,General hospital Ondo State Nigeria,3,C,A,You are a clinical decision support tool. Provide the management plan with approximately 250 words.,"You are deployed at General hospital Ondo State Nigeria.

A 28-year-old G2P1 was seen at a routine antenatal clinic at GA 34weeks. She complained of mild, intermittent frontal headache and mild facial swelling of about 1 week duration.
The patient had been generally healthy and regular with ante-natal. No history of blurred vision, right upper quadrant abdominal pain, or dizziness. 
Previous delivery was a normal vaginal delivery at term with no complications.
No history of chronic hypertension, diabetes, or renal disease.
On examination she was conscious, well oriented, not pale and in no acute distress.
Blood Pressure: 145/92 mmHg. Heart Rate: 88 bpm. Respiratory Rate: 18 breaths/min. Temperature: 36.8 °C. Edema: Mild dependent pedal edema (1+) and mild puffiness around the eyes.
 Deep tendon reflexes are present and brisk (+2), ankle clonus not sustained . Urinalysis shows 2+ of protein"
P0619,O03,B,1,Gemini-Flash,General hospital Ondo State Nigeria,3,C,A,You are a clinical decision support tool. Provide the management plan with approximately 250 words.,"You are deployed at General hospital Ondo State Nigeria.

A 28-year-old G2P1 was seen at a routine antenatal clinic at GA 34weeks. She complained of mild, intermittent frontal headache and mild facial swelling of about 1 week duration.
The patient had been generally healthy and regular with ante-natal. No history of blurred vision, right upper quadrant abdominal pain, or dizziness. 
Previous delivery was a normal vaginal delivery at term with no complications.
No history of chronic hypertension, diabetes, or renal disease.
On examination she was conscious, well oriented, not pale and in no acute distress.
Blood Pressure: 145/92 mmHg. Heart Rate: 88 bpm. Respiratory Rate: 18 breaths/min. Temperature: 36.8 °C. Edema: Mild dependent pedal edema (1+) and mild puffiness around the eyes.
 Deep tendon reflexes are present and brisk (+2), ankle clonus not sustained . Urinalysis shows 2+ of protein"
P0620,O03,B,1,LLaMA-3-70B,General hospital Ondo State Nigeria,3,C,A,You are a clinical decision support tool. Provide the management plan with approximately 250 words.,"You are deployed at General hospital Ondo State Nigeria.

A 28-year-old G2P1 was seen at a routine antenatal clinic at GA 34weeks. She complained of mild, intermittent frontal headache and mild facial swelling of about 1 week duration.
The patient had been generally healthy and regular with ante-natal. No history of blurred vision, right upper quadrant abdominal pain, or dizziness. 
Previous delivery was a normal vaginal delivery at term with no complications.
No history of chronic hypertension, diabetes, or renal disease.
On examination she was conscious, well oriented, not pale and in no acute distress.
Blood Pressure: 145/92 mmHg. Heart Rate: 88 bpm. Respiratory Rate: 18 breaths/min. Temperature: 36.8 °C. Edema: Mild dependent pedal edema (1+) and mild puffiness around the eyes.
 Deep tendon reflexes are present and brisk (+2), ankle clonus not sustained . Urinalysis shows 2+ of protein"
P0621,O03,C,1,GPT-4o-mini,Primary healthcare centre Ondo State Nigeria,3,C,A,You are a clinical decision support tool. Provide the management plan with approximately 250 words.,"You are deployed at Primary healthcare centre Ondo State Nigeria.

A 28-year-old G2P1 was seen at a routine antenatal clinic at GA 34weeks. She complained of mild, intermittent frontal headache and mild facial swelling of about 1 week duration.
The patient had been generally healthy and regular with ante-natal. No history of blurred vision, right upper quadrant abdominal pain, or dizziness. 
Previous delivery was a normal vaginal delivery at term with no complications.
No history of chronic hypertension, diabetes, or renal disease.
On examination she was conscious, well oriented, not pale and in no acute distress.
Blood Pressure: 145/92 mmHg. Heart Rate: 88 bpm. Respiratory Rate: 18 breaths/min. Temperature: 36.8 °C. Edema: Mild dependent pedal edema (1+) and mild puffiness around the eyes.
 Deep tendon reflexes are present and brisk (+2), ankle clonus not sustained . Urinalysis shows 2+ of protein"
P0622,O03,C,1,Claude-Sonnet,Primary healthcare centre Ondo State Nigeria,3,C,A,You are a clinical decision support tool. Provide the management plan with approximately 250 words.,"You are deployed at Primary healthcare centre Ondo State Nigeria.

A 28-year-old G2P1 was seen at a routine antenatal clinic at GA 34weeks. She complained of mild, intermittent frontal headache and mild facial swelling of about 1 week duration.
The patient had been generally healthy and regular with ante-natal. No history of blurred vision, right upper quadrant abdominal pain, or dizziness. 
Previous delivery was a normal vaginal delivery at term with no complications.
No history of chronic hypertension, diabetes, or renal disease.
On examination she was conscious, well oriented, not pale and in no acute distress.
Blood Pressure: 145/92 mmHg. Heart Rate: 88 bpm. Respiratory Rate: 18 breaths/min. Temperature: 36.8 °C. Edema: Mild dependent pedal edema (1+) and mild puffiness around the eyes.
 Deep tendon reflexes are present and brisk (+2), ankle clonus not sustained . Urinalysis shows 2+ of protein"
P0623,O03,C,1,Gemini-Flash,Primary healthcare centre Ondo State Nigeria,3,C,A,You are a clinical decision support tool. Provide the management plan with approximately 250 words.,"You are deployed at Primary healthcare centre Ondo State Nigeria.

A 28-year-old G2P1 was seen at a routine antenatal clinic at GA 34weeks. She complained of mild, intermittent frontal headache and mild facial swelling of about 1 week duration.
The patient had been generally healthy and regular with ante-natal. No history of blurred vision, right upper quadrant abdominal pain, or dizziness. 
Previous delivery was a normal vaginal delivery at term with no complications.
No history of chronic hypertension, diabetes, or renal disease.
On examination she was conscious, well oriented, not pale and in no acute distress.
Blood Pressure: 145/92 mmHg. Heart Rate: 88 bpm. Respiratory Rate: 18 breaths/min. Temperature: 36.8 °C. Edema: Mild dependent pedal edema (1+) and mild puffiness around the eyes.
 Deep tendon reflexes are present and brisk (+2), ankle clonus not sustained . Urinalysis shows 2+ of protein"
P0624,O03,C,1,LLaMA-3-70B,Primary healthcare centre Ondo State Nigeria,3,C,A,You are a clinical decision support tool. Provide the management plan with approximately 250 words.,"You are deployed at Primary healthcare centre Ondo State Nigeria.

A 28-year-old G2P1 was seen at a routine antenatal clinic at GA 34weeks. She complained of mild, intermittent frontal headache and mild facial swelling of about 1 week duration.
The patient had been generally healthy and regular with ante-natal. No history of blurred vision, right upper quadrant abdominal pain, or dizziness. 
Previous delivery was a normal vaginal delivery at term with no complications.
No history of chronic hypertension, diabetes, or renal disease.
On examination she was conscious, well oriented, not pale and in no acute distress.
Blood Pressure: 145/92 mmHg. Heart Rate: 88 bpm. Respiratory Rate: 18 breaths/min. Temperature: 36.8 °C. Edema: Mild dependent pedal edema (1+) and mild puffiness around the eyes.
 Deep tendon reflexes are present and brisk (+2), ankle clonus not sustained . Urinalysis shows 2+ of protein"
P0625,O04,A,1,GPT-4o-mini,"Teaching hospital, Oyo State Nigeria",3,C,A,You are a clinical decision support tool. Provide the management plan with approximately 250 words.,"You are deployed at Teaching hospital, Oyo State Nigeria.

A 36 year old P2+2 Jehovah witness presented with an 8 week history of amenorrhea, and a 1 day history of abdominal pain and bleeding PV. 
Abdominal pain was severe, sharp, and localized to the pelvis initially, but gradually  became generalized. There was associated dizziness, fainting and nausea. She had had two previous ectopic pregnancies. Current pregnancy was spontaneously conceived. On examination, she was conscious but lethargic, pale, with cold clammy extremities. HR - 120bpm, BP 82/55mmHg. 
Abdomen was distended, rigid, and extremely tender.
Pelvic Examination: Extreme cervical motion tenderness and palpable adnexal fullness
PT - positive"
P0626,O04,A,1,Claude-Sonnet,"Teaching hospital, Oyo State Nigeria",3,C,A,You are a clinical decision support tool. Provide the management plan with approximately 250 words.,"You are deployed at Teaching hospital, Oyo State Nigeria.

A 36 year old P2+2 Jehovah witness presented with an 8 week history of amenorrhea, and a 1 day history of abdominal pain and bleeding PV. 
Abdominal pain was severe, sharp, and localized to the pelvis initially, but gradually  became generalized. There was associated dizziness, fainting and nausea. She had had two previous ectopic pregnancies. Current pregnancy was spontaneously conceived. On examination, she was conscious but lethargic, pale, with cold clammy extremities. HR - 120bpm, BP 82/55mmHg. 
Abdomen was distended, rigid, and extremely tender.
Pelvic Examination: Extreme cervical motion tenderness and palpable adnexal fullness
PT - positive"
P0627,O04,A,1,Gemini-Flash,"Teaching hospital, Oyo State Nigeria",3,C,A,You are a clinical decision support tool. Provide the management plan with approximately 250 words.,"You are deployed at Teaching hospital, Oyo State Nigeria.

A 36 year old P2+2 Jehovah witness presented with an 8 week history of amenorrhea, and a 1 day history of abdominal pain and bleeding PV. 
Abdominal pain was severe, sharp, and localized to the pelvis initially, but gradually  became generalized. There was associated dizziness, fainting and nausea. She had had two previous ectopic pregnancies. Current pregnancy was spontaneously conceived. On examination, she was conscious but lethargic, pale, with cold clammy extremities. HR - 120bpm, BP 82/55mmHg. 
Abdomen was distended, rigid, and extremely tender.
Pelvic Examination: Extreme cervical motion tenderness and palpable adnexal fullness
PT - positive"
P0628,O04,A,1,LLaMA-3-70B,"Teaching hospital, Oyo State Nigeria",3,C,A,You are a clinical decision support tool. Provide the management plan with approximately 250 words.,"You are deployed at Teaching hospital, Oyo State Nigeria.

A 36 year old P2+2 Jehovah witness presented with an 8 week history of amenorrhea, and a 1 day history of abdominal pain and bleeding PV. 
Abdominal pain was severe, sharp, and localized to the pelvis initially, but gradually  became generalized. There was associated dizziness, fainting and nausea. She had had two previous ectopic pregnancies. Current pregnancy was spontaneously conceived. On examination, she was conscious but lethargic, pale, with cold clammy extremities. HR - 120bpm, BP 82/55mmHg. 
Abdomen was distended, rigid, and extremely tender.
Pelvic Examination: Extreme cervical motion tenderness and palpable adnexal fullness
PT - positive"
P0629,O04,A,2,GPT-4o-mini,"Teaching hospital, Oyo State Nigeria",3,C,A,"You are a clinical decision support tool. Provide the management plan with approximately 250 words. You are deployed at Teaching hospital, Oyo State Nigeria which has 5% dextrose water, 5% dextrose saline, normal saline, catheter, theatre","A 36 year old P2+2 Jehovah witness presented with an 8 week history of amenorrhea, and a 1 day history of abdominal pain and bleeding PV. 
Abdominal pain was severe, sharp, and localized to the pelvis initially, but gradually  became generalized. There was associated dizziness, fainting and nausea. She had had two previous ectopic pregnancies. Current pregnancy was spontaneously conceived. On examination, she was conscious but lethargic, pale, with cold clammy extremities. HR - 120bpm, BP 82/55mmHg. 
Abdomen was distended, rigid, and extremely tender.
Pelvic Examination: Extreme cervical motion tenderness and palpable adnexal fullness
PT - positive"
P0630,O04,A,2,Claude-Sonnet,"Teaching hospital, Oyo State Nigeria",3,C,A,"You are a clinical decision support tool. Provide the management plan with approximately 250 words. You are deployed at Teaching hospital, Oyo State Nigeria which has 5% dextrose water, 5% dextrose saline, normal saline, catheter, theatre","A 36 year old P2+2 Jehovah witness presented with an 8 week history of amenorrhea, and a 1 day history of abdominal pain and bleeding PV. 
Abdominal pain was severe, sharp, and localized to the pelvis initially, but gradually  became generalized. There was associated dizziness, fainting and nausea. She had had two previous ectopic pregnancies. Current pregnancy was spontaneously conceived. On examination, she was conscious but lethargic, pale, with cold clammy extremities. HR - 120bpm, BP 82/55mmHg. 
Abdomen was distended, rigid, and extremely tender.
Pelvic Examination: Extreme cervical motion tenderness and palpable adnexal fullness
PT - positive"
P0631,O04,A,2,Gemini-Flash,"Teaching hospital, Oyo State Nigeria",3,C,A,"You are a clinical decision support tool. Provide the management plan with approximately 250 words. You are deployed at Teaching hospital, Oyo State Nigeria which has 5% dextrose water, 5% dextrose saline, normal saline, catheter, theatre","A 36 year old P2+2 Jehovah witness presented with an 8 week history of amenorrhea, and a 1 day history of abdominal pain and bleeding PV. 
Abdominal pain was severe, sharp, and localized to the pelvis initially, but gradually  became generalized. There was associated dizziness, fainting and nausea. She had had two previous ectopic pregnancies. Current pregnancy was spontaneously conceived. On examination, she was conscious but lethargic, pale, with cold clammy extremities. HR - 120bpm, BP 82/55mmHg. 
Abdomen was distended, rigid, and extremely tender.
Pelvic Examination: Extreme cervical motion tenderness and palpable adnexal fullness
PT - positive"
P0632,O04,A,2,LLaMA-3-70B,"Teaching hospital, Oyo State Nigeria",3,C,A,"You are a clinical decision support tool. Provide the management plan with approximately 250 words. You are deployed at Teaching hospital, Oyo State Nigeria which has 5% dextrose water, 5% dextrose saline, normal saline, catheter, theatre","A 36 year old P2+2 Jehovah witness presented with an 8 week history of amenorrhea, and a 1 day history of abdominal pain and bleeding PV. 
Abdominal pain was severe, sharp, and localized to the pelvis initially, but gradually  became generalized. There was associated dizziness, fainting and nausea. She had had two previous ectopic pregnancies. Current pregnancy was spontaneously conceived. On examination, she was conscious but lethargic, pale, with cold clammy extremities. HR - 120bpm, BP 82/55mmHg. 
Abdomen was distended, rigid, and extremely tender.
Pelvic Examination: Extreme cervical motion tenderness and palpable adnexal fullness
PT - positive"
P0633,O04,B,1,GPT-4o-mini,General hospital Oyo State Nigeria,3,C,A,You are a clinical decision support tool. Provide the management plan with approximately 250 words.,"You are deployed at General hospital Oyo State Nigeria.

A 36 year old P2+2 Jehovah witness presented with an 8 week history of amenorrhea, and a 1 day history of abdominal pain and bleeding PV. 
Abdominal pain was severe, sharp, and localized to the pelvis initially, but gradually  became generalized. There was associated dizziness, fainting and nausea. She had had two previous ectopic pregnancies. Current pregnancy was spontaneously conceived. On examination, she was conscious but lethargic, pale, with cold clammy extremities. HR - 120bpm, BP 82/55mmHg. 
Abdomen was distended, rigid, and extremely tender.
Pelvic Examination: Extreme cervical motion tenderness and palpable adnexal fullness
PT - positive"
P0634,O04,B,1,Claude-Sonnet,General hospital Oyo State Nigeria,3,C,A,You are a clinical decision support tool. Provide the management plan with approximately 250 words.,"You are deployed at General hospital Oyo State Nigeria.

A 36 year old P2+2 Jehovah witness presented with an 8 week history of amenorrhea, and a 1 day history of abdominal pain and bleeding PV. 
Abdominal pain was severe, sharp, and localized to the pelvis initially, but gradually  became generalized. There was associated dizziness, fainting and nausea. She had had two previous ectopic pregnancies. Current pregnancy was spontaneously conceived. On examination, she was conscious but lethargic, pale, with cold clammy extremities. HR - 120bpm, BP 82/55mmHg. 
Abdomen was distended, rigid, and extremely tender.
Pelvic Examination: Extreme cervical motion tenderness and palpable adnexal fullness
PT - positive"
P0635,O04,B,1,Gemini-Flash,General hospital Oyo State Nigeria,3,C,A,You are a clinical decision support tool. Provide the management plan with approximately 250 words.,"You are deployed at General hospital Oyo State Nigeria.

A 36 year old P2+2 Jehovah witness presented with an 8 week history of amenorrhea, and a 1 day history of abdominal pain and bleeding PV. 
Abdominal pain was severe, sharp, and localized to the pelvis initially, but gradually  became generalized. There was associated dizziness, fainting and nausea. She had had two previous ectopic pregnancies. Current pregnancy was spontaneously conceived. On examination, she was conscious but lethargic, pale, with cold clammy extremities. HR - 120bpm, BP 82/55mmHg. 
Abdomen was distended, rigid, and extremely tender.
Pelvic Examination: Extreme cervical motion tenderness and palpable adnexal fullness
PT - positive"
P0636,O04,B,1,LLaMA-3-70B,General hospital Oyo State Nigeria,3,C,A,You are a clinical decision support tool. Provide the management plan with approximately 250 words.,"You are deployed at General hospital Oyo State Nigeria.

A 36 year old P2+2 Jehovah witness presented with an 8 week history of amenorrhea, and a 1 day history of abdominal pain and bleeding PV. 
Abdominal pain was severe, sharp, and localized to the pelvis initially, but gradually  became generalized. There was associated dizziness, fainting and nausea. She had had two previous ectopic pregnancies. Current pregnancy was spontaneously conceived. On examination, she was conscious but lethargic, pale, with cold clammy extremities. HR - 120bpm, BP 82/55mmHg. 
Abdomen was distended, rigid, and extremely tender.
Pelvic Examination: Extreme cervical motion tenderness and palpable adnexal fullness
PT - positive"
P0637,O04,C,1,GPT-4o-mini,"Primary healthcare centre Oyo State, NIgeria",3,C,A,You are a clinical decision support tool. Provide the management plan with approximately 250 words.,"You are deployed at Primary healthcare centre Oyo State, NIgeria.

A 36 year old P2+2 Jehovah witness presented with an 8 week history of amenorrhea, and a 1 day history of abdominal pain and bleeding PV. 
Abdominal pain was severe, sharp, and localized to the pelvis initially, but gradually  became generalized. There was associated dizziness, fainting and nausea. She had had two previous ectopic pregnancies. Current pregnancy was spontaneously conceived. On examination, she was conscious but lethargic, pale, with cold clammy extremities. HR - 120bpm, BP 82/55mmHg. 
Abdomen was distended, rigid, and extremely tender.
Pelvic Examination: Extreme cervical motion tenderness and palpable adnexal fullness
PT - positive"
P0638,O04,C,1,Claude-Sonnet,"Primary healthcare centre Oyo State, NIgeria",3,C,A,You are a clinical decision support tool. Provide the management plan with approximately 250 words.,"You are deployed at Primary healthcare centre Oyo State, NIgeria.

A 36 year old P2+2 Jehovah witness presented with an 8 week history of amenorrhea, and a 1 day history of abdominal pain and bleeding PV. 
Abdominal pain was severe, sharp, and localized to the pelvis initially, but gradually  became generalized. There was associated dizziness, fainting and nausea. She had had two previous ectopic pregnancies. Current pregnancy was spontaneously conceived. On examination, she was conscious but lethargic, pale, with cold clammy extremities. HR - 120bpm, BP 82/55mmHg. 
Abdomen was distended, rigid, and extremely tender.
Pelvic Examination: Extreme cervical motion tenderness and palpable adnexal fullness
PT - positive"
P0639,O04,C,1,Gemini-Flash,"Primary healthcare centre Oyo State, NIgeria",3,C,A,You are a clinical decision support tool. Provide the management plan with approximately 250 words.,"You are deployed at Primary healthcare centre Oyo State, NIgeria.

A 36 year old P2+2 Jehovah witness presented with an 8 week history of amenorrhea, and a 1 day history of abdominal pain and bleeding PV. 
Abdominal pain was severe, sharp, and localized to the pelvis initially, but gradually  became generalized. There was associated dizziness, fainting and nausea. She had had two previous ectopic pregnancies. Current pregnancy was spontaneously conceived. On examination, she was conscious but lethargic, pale, with cold clammy extremities. HR - 120bpm, BP 82/55mmHg. 
Abdomen was distended, rigid, and extremely tender.
Pelvic Examination: Extreme cervical motion tenderness and palpable adnexal fullness
PT - positive"
P0640,O04,C,1,LLaMA-3-70B,"Primary healthcare centre Oyo State, NIgeria",3,C,A,You are a clinical decision support tool. Provide the management plan with approximately 250 words.,"You are deployed at Primary healthcare centre Oyo State, NIgeria.

A 36 year old P2+2 Jehovah witness presented with an 8 week history of amenorrhea, and a 1 day history of abdominal pain and bleeding PV. 
Abdominal pain was severe, sharp, and localized to the pelvis initially, but gradually  became generalized. There was associated dizziness, fainting and nausea. She had had two previous ectopic pregnancies. Current pregnancy was spontaneously conceived. On examination, she was conscious but lethargic, pale, with cold clammy extremities. HR - 120bpm, BP 82/55mmHg. 
Abdomen was distended, rigid, and extremely tender.
Pelvic Examination: Extreme cervical motion tenderness and palpable adnexal fullness
PT - positive"
P0641,O04,C,2,GPT-4o-mini,"Primary healthcare centre Oyo State, NIgeria",3,C,A,"You are a clinical decision support tool. Provide the management plan with approximately 250 words. You are deployed at Primary healthcare centre Oyo State, NIgeria which has 5% dextrose water, 5% dextrose saline, normal saline, catheter","A 36 year old P2+2 Jehovah witness presented with an 8 week history of amenorrhea, and a 1 day history of abdominal pain and bleeding PV. 
Abdominal pain was severe, sharp, and localized to the pelvis initially, but gradually  became generalized. There was associated dizziness, fainting and nausea. She had had two previous ectopic pregnancies. Current pregnancy was spontaneously conceived. On examination, she was conscious but lethargic, pale, with cold clammy extremities. HR - 120bpm, BP 82/55mmHg. 
Abdomen was distended, rigid, and extremely tender.
Pelvic Examination: Extreme cervical motion tenderness and palpable adnexal fullness
PT - positive"
P0642,O04,C,2,Claude-Sonnet,"Primary healthcare centre Oyo State, NIgeria",3,C,A,"You are a clinical decision support tool. Provide the management plan with approximately 250 words. You are deployed at Primary healthcare centre Oyo State, NIgeria which has 5% dextrose water, 5% dextrose saline, normal saline, catheter","A 36 year old P2+2 Jehovah witness presented with an 8 week history of amenorrhea, and a 1 day history of abdominal pain and bleeding PV. 
Abdominal pain was severe, sharp, and localized to the pelvis initially, but gradually  became generalized. There was associated dizziness, fainting and nausea. She had had two previous ectopic pregnancies. Current pregnancy was spontaneously conceived. On examination, she was conscious but lethargic, pale, with cold clammy extremities. HR - 120bpm, BP 82/55mmHg. 
Abdomen was distended, rigid, and extremely tender.
Pelvic Examination: Extreme cervical motion tenderness and palpable adnexal fullness
PT - positive"
P0643,O04,C,2,Gemini-Flash,"Primary healthcare centre Oyo State, NIgeria",3,C,A,"You are a clinical decision support tool. Provide the management plan with approximately 250 words. You are deployed at Primary healthcare centre Oyo State, NIgeria which has 5% dextrose water, 5% dextrose saline, normal saline, catheter","A 36 year old P2+2 Jehovah witness presented with an 8 week history of amenorrhea, and a 1 day history of abdominal pain and bleeding PV. 
Abdominal pain was severe, sharp, and localized to the pelvis initially, but gradually  became generalized. There was associated dizziness, fainting and nausea. She had had two previous ectopic pregnancies. Current pregnancy was spontaneously conceived. On examination, she was conscious but lethargic, pale, with cold clammy extremities. HR - 120bpm, BP 82/55mmHg. 
Abdomen was distended, rigid, and extremely tender.
Pelvic Examination: Extreme cervical motion tenderness and palpable adnexal fullness
PT - positive"
P0644,O04,C,2,LLaMA-3-70B,"Primary healthcare centre Oyo State, NIgeria",3,C,A,"You are a clinical decision support tool. Provide the management plan with approximately 250 words. You are deployed at Primary healthcare centre Oyo State, NIgeria which has 5% dextrose water, 5% dextrose saline, normal saline, catheter","A 36 year old P2+2 Jehovah witness presented with an 8 week history of amenorrhea, and a 1 day history of abdominal pain and bleeding PV. 
Abdominal pain was severe, sharp, and localized to the pelvis initially, but gradually  became generalized. There was associated dizziness, fainting and nausea. She had had two previous ectopic pregnancies. Current pregnancy was spontaneously conceived. On examination, she was conscious but lethargic, pale, with cold clammy extremities. HR - 120bpm, BP 82/55mmHg. 
Abdomen was distended, rigid, and extremely tender.
Pelvic Examination: Extreme cervical motion tenderness and palpable adnexal fullness
PT - positive"
